unique_id,mode,gender,hold racket handed,play years,level,swing9_median_az,swing13_median_az,swing14_median_az,swing18_rms_ax,swing11_median_az,swing21_median_az,swing6_median_az,swing13_rms_ax,swing21_std_az,swing26_median_az,swing22_rms_ax,swing18_std_az,swing23_median_az,swing19_rms_ax,swing9_mean_gz,swing25_std_az,swing17_rms_ax,swing21_mean_ax,swing24_rms_ax,swing16_rms_ax,swing24_median_gx,swing24_median_az,swing11_rms_ax,swing14_rms_ax,swing27_median_az,swing17_median_az,swing21_rms_ax,swing25_min_gy,swing8_mean_ax,swing8_median_az,swing10_rms_ax,swing20_mean_ax,swing13_mean_ax,swing5_median_az,swing18_mean_az,swing7_rms_ax,swing19_median_az,swing22_median_az,swing8_max_ay,swing13_rms_az,swing26_mean_ax,swing20_median_gx,swing10_std_az,swing25_rms_az,swing12_rms_ax,swing9_mean_az,swing23_mean_gy,swing7_median_az,swing22_median_gy,swing9_rms_ax,swing27_max_ay,swing15_median_az,swing19_mean_ax,swing7_mean_az,swing20_median_az,swing12_std_az,swing10_median_az,swing27_mean_ay,swing21_median_gz,swing13_mean_az,swing16_median_az,swing22_mean_gy,swing5_mean_ax,swing5_mean_az,swing23_rms_az,swing9_mean_ax,swing22_median_gz,swing17_std_az,swing19_std_az,swing6_rms_ax,swing18_median_az,swing16_mean_az,swing15_std_az,swing13_std_az,swing17_median_gz,swing22_std_az,swing22_max_ay,swing27_mean_ax,mode,swing26_mean_gy,swing26_rms_ax,swing9_std_az,swing7_mean_gz,swing21_rms_az,swing7_max_ax,swing17_mean_ay,swing27_median_ay,swing25_max_ay,swing12_min_gy,swing22_mean_ax,swing8_rms_ax,swing22_min_ay,swing19_min_gy,swing23_std_az,swing10_mean_ax,swing25_mean_gy,swing5_mean_gz,swing17_median_gx,swing20_mean_gy,swing12_median_az
1534,9,1,1,1,5,-537.0,-316.5,-726.0,3777.742722,-536.0,-286.0,-463.0,3686.790445,1808.78983,-348.0,3713.258674,1765.128386,-353.5,3600.992565,-31.65591398,2671.383492,3297.429881,3285.258065,3534.700326,3385.423499,-1451.0,-618.0,3528.425027,4283.98949,-751.5,-356.0,3864.289982,-775,2875.73913,-350.5,3562.226957,3198.086957,2997.76087,-676.5,-583.673913,3716.040243,-252.0,-752.0,1311,2293.051166,3032.247312,-342.0,1938.617347,2672.425157,3693.220429,-228.9892473,1426.771739,-680.0,1062.0,3791.800785,1426,-478.0,3029.688172,-834.3333333,-931.0,2045.128198,-524.0,-2279.673913,3041.0,-775.826087,-483.0,1405.537634,2936.0,-543.3478261,1690.843033,3418.075269,160.0,2540.638443,1783.338511,3351.079096,-820.5,-821.7526882,1959.614852,2157.817771,3051.0,1951.814004,651,3458.608696,9,1565.989247,4072.154893,1850.157154,-653.1827957,1809.75814,8439,-1508.462366,-1210.0,1480,-1026,2985.182796,3497.450851,-11285,-666,1606.457401,2838.021739,1645.5,77.79347826,-1022.0,1384.847826,-858.0
1535,9,1,1,1,5,-374.5,-499.0,-650.0,3637.638764,-995.0,-371.0,-550.0,3276.436382,2351.629405,-550.0,3687.405483,1837.011646,-502.0,4111.287484,643.4112903,1438.128302,3230.348088,3143.048387,3585.963759,3443.394914,290.0,-478.0,3769.998564,3256.935907,-122.0,-357.0,3900.495308,-1116,3021.682927,-846.0,3659.466123,2766.585366,2686.747967,-428.0,-393.0483871,3368.760803,-869.0,-497.0,103,1600.012193,2936.845528,-2082.0,2116.916758,1529.426677,3387.802133,-599.6854839,1363.626016,-930.0,985.0,3161.55258,1772,-391.0,3236.056911,-1252.617886,-296.0,1545.560698,-492.0,-1688.422764,1188.5,-523.0162602,-1197.0,1118.349593,2604.650407,-501.1544715,2036.38316,2738.104839,2632.0,1806.811547,2350.699968,4042.560231,-515.0,-924.6504065,2146.241872,1512.115408,2214.0,1578.035654,753,3212.463415,9,1579.235772,3418.343037,1597.816895,-44.03252033,2399.094754,7999,-1426.089431,-1084.0,220,-4551,3083.178862,3494.372604,-11148,-1539,2035.045261,3091.04065,1229.821138,1117.691057,-1941.0,1434.577236,-494.0
1536,9,1,1,1,5,-744.5,-672.0,-568.0,3747.358167,-433.5,-566.0,-674.0,3810.870406,2169.215885,-166.0,3668.966033,1987.414964,-863.0,4111.814097,537.2065217,1670.827945,3259.691233,3627.373626,3533.366439,2998.261784,-1993.5,-203.5,3745.222473,3299.131169,-543.0,-719.0,4377.039565,-852,4424.945652,-119.5,2949.904105,2591.076087,3297.293478,-462.0,-212.9782609,2836.536072,-627.0,-562.5,1691,1675.245621,3161.065217,-1600.5,2427.169954,1745.935786,3221.856045,-519.1086957,1657.32967,-724.0,948.0,3644.236073,6,-962.0,3355.626374,-842.8461538,-549.0,2324.096482,-957.0,-2483.582418,828.0,-314.6956522,-299.0,1762.369565,2409.758242,-772.0989011,1991.763615,2955.315217,1948.5,2052.624802,1886.224268,4141.751062,-299.0,-761.8461538,2146.803339,1645.422298,1650.0,2522.446031,1950,3235.164835,9,1860.23913,3755.198747,2099.067813,1647.10989,2173.346703,7444,-1601.141304,-1210.0,417,-692,2983.467391,5074.620199,-5117,-637,1828.863039,2227.263736,1716.296703,431.2197802,-1724.0,1542.152174,-408.0
1537,9,1,1,1,5,-525.5,-640.5,-894.0,3599.634553,-583.5,-339.0,-844.0,3412.15413,2407.64415,-636.5,3856.835889,1876.378332,-699.5,3551.171985,910.2978723,2178.921052,3282.943352,2952.946237,3638.897355,2793.321998,-564.5,-422.5,3036.900943,3361.292034,-390.0,-285.5,3762.377008,-867,3273.319149,-993.5,3756.16149,3223.882979,2774.638298,-324.0,-427.3297872,3842.013453,-481.5,-594.0,785,2279.34969,3205.085106,-475.5,1964.488704,2274.242055,3043.462918,-834.9148936,1589.808511,-433.0,1241.5,2642.746341,1603,-205.5,2687.234043,-452.0322581,-631.0,1235.248371,-647.0,-1557.494624,1550.0,-731.5212766,-839.5,1329.574468,2898.712766,-516.9255319,2566.279932,2305.265957,2198.0,2011.565148,2225.109921,3610.854349,-848.5,-1083.106383,2123.536059,2158.775494,652.0,1840.960901,459,2564.096774,9,1194.117021,3727.154196,1565.687713,222.6774194,2439.954724,6613,-1701.93617,-1260.0,2342,-1103,3219.776596,3997.109477,-10069,-1144,2514.866216,2933.37234,1602.010638,-20.87234043,-2057.5,1400.117021,-610.0
1538,9,1,1,1,5,-486.0,-758.0,-622.0,3000.058152,-1210.0,-300.0,-598.0,3332.621963,1917.665679,-418.0,3781.606484,1444.578094,-947.0,3484.949324,37.16842105,1457.610105,3540.87293,2910.073684,3654.748578,2824.356117,-1934.0,-677.0,3699.860677,3535.162003,-668.5,-668.0,3494.438804,-959,2509.947368,-1686.0,2908.518091,3038.642105,2760.789474,-590.0,-698.3473684,3401.273026,-662.0,-480.0,1307,1662.368532,2854.526316,-2340.0,1396.698046,1881.908376,2963.978702,-455.5473684,1389.105263,-374.0,751.0,3205.754832,607,-498.0,2822.463158,-453.7684211,-516.0,1906.729212,-504.0,-1973.797872,2394.0,-461.0736842,-600.0,1191.842105,2500.326316,-793.2736842,1912.06442,2835.642105,2188.0,1561.540968,1623.080604,3286.298308,-558.0,-926.7789474,1375.900233,1597.147518,370.0,1973.468539,2002,3016.93617,9,1414.0,3491.435892,1294.317555,192.5578947,1943.170629,6743,-2244.305263,-985.5,412,-166,3244.042105,3086.95889,-6527,-638,1837.85373,2578.094737,1145.936842,627.4,-756.0,1268.831579,-654.0
1539,9,1,1,1,5,-468.0,-674.0,-429.0,3571.732905,-220.0,-561.0,-466.0,3189.491946,1475.717226,-835.0,3368.184584,2227.941424,-390.5,3380.772561,771.7578947,1797.888444,3030.094378,2943.926316,3761.905679,3422.954034,-1645.0,-683.0,3742.198799,3419.085202,-297.0,-726.0,3474.25842,-1193,2752.052632,-690.0,3314.934594,2446.515789,2634.789474,-839.5,-637.3578947,3109.080685,-568.0,-1114.0,964,1545.620417,2547.6,-1907.0,1900.549807,1892.507418,3198.250227,-402.2105263,1762.223404,-728.0,899.0,3773.911556,1045,-629.0,3058.191489,-742.6,-518.0,1667.805752,-620.5,-1819.723404,2510.0,-693.6736842,-344.0,1247.168421,2530.308511,-746.5425532,2032.449688,3114.642105,2425.0,1527.125636,1097.302745,4205.101282,-430.0,-565.0947368,1666.654889,1381.216599,2165.0,1756.433616,568,2620.510638,9,1244.052632,3070.170724,1574.675418,826.5263158,1554.252374,7104,-1344.326316,-1177.5,1074,-534,2740.631579,3381.578938,-9215,-769,2018.256405,2888.106383,1830.284211,740.712766,-762.0,1065.589474,-585.0
1540,9,1,1,1,5,-629.0,-508.0,-1035.0,3585.806315,-488.5,-467.5,-680.0,3431.641177,1926.343784,-721.0,3468.426609,1667.583524,-638.5,3132.091558,-181.62,2063.170402,3644.016072,2971.62,3122.108645,4059.307181,-1981.0,-439.0,3142.871967,3714.035482,-945.0,-384.5,3732.155042,-601,2822.323232,-591.0,3457.505255,3531.10101,2901.47,-345.0,-574.9,3600.688474,-724.0,-443.5,298,1913.02731,2266.68,793.0,1904.032377,2163.304743,3499.339053,-711.89,1113.82,-594.0,815.5,3362.360167,327,-626.0,2562.51,-609.24,-884.0,1442.111718,-706.5,-1845.090909,885.5,-611.95,-515.0,1378.36,2960.32,-710.71,1872.901386,2733.39,1569.5,2389.046316,2115.392602,3314.243844,-694.5,-443.8787879,2176.293163,1812.5095,-100.5,1938.011963,2298,3105.848485,9,1551.37,2894.037909,2180.296998,-139.05,2055.038766,8215,-1153.25,-814.0,186,-851,2893.0,3465.292939,-6913,-1591,1805.91439,2710.17,1170.69,154.07,-1832.5,1896.010101,-415.0
1541,9,1,1,1,5,-325.0,-270.0,-972.0,3640.951025,-494.0,-508.5,-582.0,3347.447949,1387.886455,-1144.0,3298.897157,1344.049168,-283.0,2720.606436,157.0421053,1764.389248,3275.020688,2428.042553,3574.479693,3478.679831,-156.0,-584.0,3330.922147,3517.038492,-627.5,-452.0,2690.509024,-843,3438.2,-611.0,3615.146752,2868.694737,2751.663158,-499.0,-392.4947368,3527.764575,-630.0,-769.0,1665,2021.351005,2967.505263,-1410.0,2027.541982,1958.872339,3335.955266,-434.2421053,1498.189474,-542.5,658.0,3543.71328,1730,-216.0,2260.6,-368.1914894,-536.0,1560.553759,-677.0,-1427.978723,2337.0,-303.3578947,-859.0,930.2631579,3015.189474,-401.7473684,2052.161256,3039.178947,2193.0,1983.171755,1308.017613,3774.731815,-478.0,-533.4421053,1824.027738,1998.457873,1407.0,1460.424706,756,2925.712766,9,1217.115789,3484.493712,1891.666454,157.8617021,1638.167161,8004,-1341.978947,-1229.0,1273,-1008,2722.705263,4015.031107,-8248,-1634,2036.594829,3006.547368,1369.852632,503.8947368,-1741.0,1034.357895,-648.0
1542,9,1,1,1,5,-444.0,-607.0,-1305.0,3387.857135,-307.5,-881.0,-671.0,3884.864045,1219.41285,-582.0,3523.025903,1695.353936,-1131.0,3156.700297,198.5051546,1778.910632,3197.952033,2405.755102,3399.790676,2935.078276,-1932.0,-329.0,4257.080069,3524.164929,-436.0,-900.5,2784.07701,-1080,3249.412371,-297.0,3428.169684,2475.876289,3160.752577,-396.0,-230.0,3560.315199,-624.0,-477.0,771,1889.850278,2659.597938,-2243.0,1835.055434,1803.50266,3310.593834,-336.814433,1296.865979,-156.0,1317.0,3475.254244,1639,-447.0,2520.268041,-402.8061224,-307.0,1893.300855,-258.0,-2465.123711,1969.5,-635.2474227,-176.0,1775.670103,2823.701031,-581.5154639,1558.724899,3064.597938,1635.0,1211.891875,1757.164251,3697.515291,-157.0,-425.0824742,1532.819017,1779.886172,1617.0,2039.625791,1715,3255.876289,9,1925.28866,3253.261509,1786.257698,312.5,1464.119667,7129,-1653.27551,-1381.0,585,-834,3086.731959,3800.566546,-5933,-1433,1190.441798,2680.453608,1303.257732,-176.1958763,-2534.0,936.2371134,-335.0
1543,9,1,1,1,5,-486.0,-641.0,-489.5,3753.050201,-515.0,-708.0,-542.0,4291.298416,2451.348141,-635.0,3425.895361,2022.374088,-441.0,4055.304179,-299.5764706,2621.665445,4383.270193,3070.352941,4042.756449,3911.868377,-299.0,-494.0,3543.791091,4418.686297,-904.0,-453.0,3979.210353,-1191,3255.788235,-574.0,3280.619533,3149.905882,3182.070588,-289.0,-469.0352941,3616.730381,-393.0,-613.0,0,2874.916555,3191.764706,-670.0,1693.548083,2676.834263,4966.051432,-460.8235294,1937.788235,-126.0,1121.0,4111.336229,3152,-825.0,3066.152941,-44.54117647,-716.0,2497.229331,-734.0,-1387.705882,1479.0,-688.9882353,-115.0,1455.811765,2633.376471,-636.4823529,2615.188771,3194.6,3151.0,2336.99603,2499.791205,4092.262367,-374.0,-546.7647059,2898.926105,2791.136043,2154.0,1472.351856,395,3090.811765,9,1468.6,4159.390314,2635.788272,884.1294118,2540.935643,7939,-1476.776471,-750.0,2704,-1400,2642.270588,3829.712559,-10535,-1612,2562.14981,2641.388235,1800.2,1353.105882,-920.0,1575.435294,-207.0
1544,9,1,1,1,5,-301.0,-662.5,-683.0,4680.683248,-710.0,-165.0,103.0,3929.354481,1716.863159,12.0,4259.665187,2230.002478,-551.0,4411.513537,41.72151899,2509.647772,4264.055025,3240.240506,3319.84332,4719.466558,290.0,-2249.0,3022.849437,4590.962097,-1359.5,54.0,3997.449565,-1659,2828.628205,-1032.5,4196.504259,2669.128205,2859.102564,-1155.0,-201.2948718,4247.652355,-68.0,-719.0,2675,2917.277026,4436.632911,-985.0,2576.381824,2567.410338,4075.492385,-4.506329114,1819.179487,-731.0,1051.0,4444.851053,1310,-372.5,3711.810127,-864.5443038,-388.0,2447.883326,34.0,-3323.679487,2722.0,-793.9871795,-869.0,1264.962025,2516.602564,-1074.307692,2589.20413,3705.493671,2218.0,2435.862832,2130.106005,3931.204304,-528.0,-270.9113924,2582.649347,2807.149729,207.0,2532.158447,916,3522.153846,9,1633.0,5206.438988,2126.433395,-951.0,1731.006011,8663,-2122.974684,-1765.5,1782,-1794,3193.405063,4115.571134,-12187,-1364,2587.371111,3141.717949,1528.679487,-540.0,-750.0,1122.974359,-570.0
1545,9,1,1,1,5,-377.0,-131.0,-52.0,4724.931015,-125.0,-93.0,-709.0,4222.292618,2352.024719,-348.0,4299.680157,2228.778501,-849.0,4402.71681,-196.1234568,2635.714247,3824.352453,3106.246914,4216.819685,4753.322633,-721.0,-404.0,3717.580737,4304.138498,-1460.5,-695.0,4257.391043,-2208,3257.91358,-809.0,4256.232572,3359.654321,3131.864198,-290.0,-172.1111111,4253.733599,-509.0,-357.0,903,2408.217967,3593.814815,622.0,2145.290636,2665.719892,4486.921186,-506.9012346,2125.209877,-1296.0,1589.5,4222.361884,2606,-367.0,3230.617284,-480.1111111,-689.0,2052.285177,-557.0,-1648.65,1077.0,-185.6296296,-418.0,1579.1875,3215.185185,-440.2098765,2462.136704,3147.679012,3218.5,2075.009638,2884.902866,4326.968452,-285.0,-100.7777778,2630.022968,2401.052981,3305.5,1867.253071,484,2544.8625,9,1551.641975,4750.734949,2833.869316,305.0864198,2379.676192,10426,-1364.425,-1104.5,2614,-1294,3720.175,4359.84546,-8958,-1659,2349.019408,3170.395062,1972.234568,-568.2345679,-152.0,1492.320988,-208.0
1546,9,1,1,1,5,-441.0,-1294.0,-462.0,4278.741953,-401.0,-319.0,-378.0,4043.208503,2747.006529,-1414.0,4178.483993,2588.943815,-551.0,3830.386706,469.8734177,1999.919802,5125.152031,3626.417722,5132.952063,4414.099768,-855.0,-249.0,4546.715262,3898.706395,-631.5,62.0,4639.741693,-931,2317.936709,-437.0,4071.028578,3625.050633,3004.417722,-307.0,-114.3544304,3996.975171,-723.5,-215.0,1601,2409.284806,2994.316456,-1451.0,1897.217722,2246.353628,3798.608658,-770.6582278,1942.481013,-381.0,1394.0,3728.634957,1512,-374.0,2842.782051,-394.6329114,215.0,2207.897344,-88.5,-2962.346154,2043.0,-1019.683544,-301.0,1502.253165,3764.873418,-93.2278481,2525.19232,3024.670886,3306.0,2929.589866,1843.164099,4184.816223,-437.0,-156.8227848,2772.168037,2182.864803,1272.0,2765.423485,578,3733.089744,9,2107.21519,4004.828524,1396.347232,-877.2025316,2769.517156,7793,-2033.632911,-1821.5,292,-2644,3122.126582,3273.584732,-13787,-2054,2435.443771,3238.75641,2156.835443,-347.7848101,-572.0,1345.012658,-296.0
1547,9,1,1,1,5,-413.0,-279.5,-736.5,3939.553136,-142.0,-350.5,-226.0,3832.557844,2346.443819,-156.0,4180.469205,2197.267465,-94.0,3531.563614,-432.7875,2181.492511,4570.321178,3141.1125,3765.932975,4447.870062,516.0,-507.5,4168.228134,3417.495978,-341.0,-509.0,4158.459704,-1370,3396.4,-1182.0,4012.342858,3105.55,2912.875,-289.5,-520.6875,3988.514315,-389.5,-283.0,316,2487.872663,3331.775,216.0,2034.509151,2240.425643,3375.51716,-598.675,1732.8125,-114.0,1201.0,4248.58249,464,-436.0,2743.8375,-5.1875,-263.0,1801.598525,-606.5,-2953.125,2037.0,-366.5875,-463.0,1857.876543,2904.175,-431.1,2376.376257,3390.8,1548.0,2784.487514,1564.230138,4448.040244,-359.5,-456.625,2916.043685,2460.716154,-1908.0,2502.870295,2508,3326.7,9,2094.275,4146.101024,2246.770398,1310.3375,2352.873504,8983,-2864.395062,-1605.5,704,-1262,3232.111111,4382.262524,-6401,-3103,2375.863518,3301.2875,1677.4125,517.625,1090.0,2128.3625,-628.5
1548,9,1,1,1,5,-203.0,-663.0,-1129.0,4438.568011,-353.0,-296.0,-528.0,3780.857007,2166.075005,-336.0,3575.379119,2158.242962,-554.0,4095.50207,-48.20253165,1961.336106,4605.653386,2772.101266,3591.681138,5013.477997,242.5,-543.5,4232.151368,4801.264321,-1871.0,-270.0,3605.072632,-870,3549.923077,-759.5,3741.616131,3726.897436,2824.544304,-1116.0,-29.53846154,3939.694157,-401.0,-715.0,298,2685.016548,4080.076923,-992.0,1849.452154,1961.456805,4509.60245,-94.40506329,1459.35443,-418.0,1101.0,4108.061115,2217,-116.0,3093.177215,-279.443038,-52.5,2134.380104,-154.5,-2051.602564,3397.0,-462.6708861,-570.0,1346.192308,2943.556962,-649.4050633,1912.043757,3187.012658,2176.0,2068.28164,2274.089036,4311.50352,-38.0,27.26923077,2371.049611,2644.853401,2322.0,2150.13668,889,3056.871795,9,2359.012821,4672.305866,2587.141047,1120.721519,2209.342445,9929,-1522.746835,-1912.5,791,-952,2765.74359,4474.865459,-7483,-1619,1792.384422,3113.653846,1262.341772,396.443038,-2004.0,1263.371795,-588.0
1549,9,1,1,1,5,-127.0,-975.0,-422.0,3207.253948,-390.0,-270.0,-448.0,2818.259101,2559.137622,-163.0,4054.793033,1685.007268,-709.0,4544.254635,704.0724638,1953.162657,4543.086244,2957.144928,3780.918183,4307.653625,261.0,-189.0,4303.219139,4059.413033,98.5,-1143.0,3936.555102,-1594,2460.144928,-414.0,4449.900085,4412.884058,2007.57971,-1279.0,-797.884058,3541.95852,-522.0,-265.5,503,1382.299989,3074.637681,-646.0,2016.634432,1995.484762,4738.667664,129.3188406,1853.855072,-1161.0,1703.0,3365.010259,253,-547.0,3748.304348,-685.5797101,-350.0,2334.092742,265.0,-2946.205882,-348.0,-951.8115942,-313.0,1251.205882,3269.057971,-502.5797101,1433.492922,2444.101449,2343.5,2675.747402,2762.059044,4739.289974,-1086.0,71.31884058,2538.557616,1002.401092,2309.0,1725.979591,607,3571.764706,9,1862.797101,4086.127748,2167.773108,570.1594203,2559.278524,7883,-1540.735294,-1736.0,121,-991,3545.279412,3398.282153,-9618,-1312,1155.160695,3636.797101,1929.463768,424.057971,-985.0,1598.927536,-433.0
1550,9,1,1,1,5,-595.5,-521.0,-728.0,4500.764626,-691.0,-747.5,-212.0,4023.561555,2608.093054,-454.0,4170.091431,2385.490699,-507.0,4708.324103,-302.9761905,2244.979375,4631.134837,3163.714286,4532.596776,3927.885734,24.0,-349.0,4221.39134,4184.824061,-500.0,-191.5,4140.341236,-1138,2502.566265,-315.0,3590.932656,3535.012048,3105.369048,-119.0,-210.3012048,4257.946821,-314.5,-541.0,1371,1996.689823,3034.53012,-725.0,1864.174616,2277.704431,3787.554079,-156.4404762,2324.202381,-221.5,837.0,4710.21209,2087,-212.0,3919.309524,-400.952381,-248.0,2305.218496,-289.0,-1423.39759,2966.0,-430.0119048,-308.0,1200.518072,3245.52381,-275.6190476,2484.934707,3595.142857,1104.0,2492.727538,2354.647968,3686.593842,-171.0,-854.3253012,2314.375817,1949.835894,-681.5,2006.271036,878,3022.385542,9,1886.46988,3967.248696,2178.912154,-637.8095238,2631.74598,8349,-2654.464286,-1555.0,1682,-1146,3269.554217,3157.793532,-10965,-1305,2436.450597,2969.506024,1718.988095,-184.0119048,-68.5,2252.879518,-601.0
1551,9,1,1,1,5,-339.5,-203.5,-575.0,3312.360639,-350.5,-568.5,-403.5,3595.298631,2289.30818,-716.0,3843.857229,2139.990226,-187.0,4057.633934,-309.1794872,1926.671802,4271.6626,3570.25641,3712.071441,3645.183962,-2129.5,-342.5,4287.185721,3838.74072,-1678.0,-628.5,4610.906471,-842,2844.615385,-506.5,4081.175224,2647.692308,2711.141026,-373.0,-666.5769231,4129.044317,-381.0,-832.5,1372,1783.173291,2653.705128,-1190.0,2271.084512,1926.724073,3829.853632,-4.961538462,1615.794872,21.5,1557.0,4576.217927,2820,-1102.5,3369.217949,-331.3333333,-526.0,2354.145092,-1245.5,-1754.558442,279.5,-62.29487179,-646.0,2114.0,2984.487179,-788.9358974,2105.239027,3636.538462,1794.5,1806.314172,1709.219192,3729.02091,-806.0,-488.2435897,2255.633189,1782.084829,2421.5,2280.952329,2640,3142.792208,9,1346.692308,3461.26267,2122.860011,-576.5128205,2299.188592,7257,-1814.217949,-1236.0,1454,-1945,2949.141026,3603.742958,-6977,-1310,2065.673721,2893.871795,2152.871795,-31.51282051,-880.5,1314.064103,-991.5
1552,9,1,1,1,5,-239.5,-409.5,-576.0,3970.06931,-450.0,-491.0,-272.0,3509.533667,2266.380181,-572.5,4364.426196,1740.173666,-720.5,3764.949838,-216.244186,2028.870014,3638.973857,3154.929412,4447.37912,3739.822397,-97.0,-711.0,3954.707827,3272.067368,-317.0,-451.0,4031.428156,-978,3428.662791,-298.5,4026.453111,3463.883721,2777.674419,-724.5,-201.4418605,3387.130095,-632.5,-351.5,473,2122.856656,2941.081395,188.5,1851.892975,2031.687127,4222.828604,-344.5,2102.511628,-253.0,1484.5,3989.891837,1183,-1129.5,3080.953488,-324.6941176,-801.0,1808.12031,-168.0,-2488.164706,2310.0,-584.244186,-429.5,1527.302326,2690.383721,-464.5930233,2420.903582,2815.011628,3579.0,2213.740822,2220.950948,3979.678969,-222.0,-536.7093023,2217.193818,2040.877045,2009.0,2067.889724,214,3418.376471,9,1787.5,3918.579998,2546.917059,192.9411765,2280.609684,7253,-1659.494118,-1327.0,1020,-1481,3540.44186,4092.901781,-11407,-2081,2417.052317,3265.790698,1403.337209,211.0697674,-2565.0,1577.802326,-183.0
1553,9,1,1,1,5,-660.0,-814.0,-650.5,3695.447304,-704.0,-663.5,-660.0,4290.108832,1916.827243,-116.0,3635.479321,1997.874353,-569.0,4269.419017,314.5866667,2632.365632,4620.186285,2880.148649,4312.070768,4100.110229,649.0,-956.0,4066.263067,3930.202701,-525.0,-840.0,3655.173315,-1035,2922.853333,-436.0,4192.508328,2293.493333,3285.013333,-353.0,-525.8266667,3105.844599,-330.0,-649.0,1380,1947.378409,3370.306667,-2611.0,2221.522219,2698.975633,3964.549913,-868.1333333,1448.24,-795.0,1543.0,3665.456588,1745,-648.0,3503.92,-1161.472973,-620.0,2649.145902,-306.0,-1065.932432,884.5,-399.2,-685.0,1791.506667,3063.626667,-258.3466667,1632.819206,2599.36,2077.0,2294.40958,1896.666847,3678.237288,-401.0,-601.68,1985.889454,1906.022567,1370.0,1789.761041,703,3576.567568,9,1769.693333,4167.202177,1848.552027,1107.283784,2006.32674,8098,-2698.92,-474.5,2294,-809,2832.746667,3848.355275,-8789,-1578,1457.330985,3271.066667,2180.653333,810.5066667,1128.0,1315.066667,-229.0
1554,9,1,1,1,5,-354.0,-635.0,-964.5,4294.33003,-492.0,-543.0,-1295.5,3697.173522,2039.281915,-62.5,3916.527224,2596.237912,-1077.0,3322.07946,390.8607595,1745.3318,4088.772125,3131.063291,3523.107461,4447.21792,104.0,-777.0,4072.812455,3112.826268,-439.5,-466.0,4064.670146,-1183,4114.512821,-98.5,4681.515997,3022.102564,2883.341772,-487.0,-326.3205128,4092.721192,-1138.0,-1075.5,1529,2258.371002,3095.782051,-1367.0,1999.725196,1838.263951,4338.787155,-2.911392405,1834.126582,-598.0,915.5,4671.877101,384,-805.0,2566.265823,-276.9240506,-753.0,1672.204715,-135.0,-2603.064103,1695.0,-454.1139241,-443.5,2034.820513,3491.379747,-123.3417722,2092.914375,3463.56962,1528.0,2048.142992,1385.830418,3872.812234,-763.5,-558.7179487,1904.857958,2212.243234,2244.0,2652.645173,1804,3796.730769,9,1895.307692,3949.316781,2579.194699,-269.5949367,2096.58464,7583,-2871.696203,-1071.5,423,-1073,2946.576923,4955.116398,-5524,-1999,1865.527819,3942.871795,1893.974684,609.5696203,379.0,1268.346154,-148.5
1555,9,1,1,1,5,-672.0,-401.0,-315.0,4858.752874,-538.0,-599.0,-1068.0,4085.624004,2507.390392,-213.0,4761.133977,2094.173715,-59.0,4522.506658,-184.2278481,1952.11599,3520.172166,3524.582278,4667.091809,4814.661447,-152.0,-487.0,3884.583089,4405.24918,-583.5,-604.0,4428.431328,-578,3170.43038,-910.0,3567.3797,3477.911392,3416.576923,-777.0,110.9113924,3628.210213,-654.0,-662.5,2540,2340.846015,3590.746835,-1107.0,1739.572103,2024.759074,4072.466783,-513.4050633,1185.632911,-739.5,1320.5,3566.27477,1545,-778.0,3305.24359,-521.3461538,-603.0,1579.49018,-939.5,-1852.782051,1769.0,-94.3974359,-192.5,1574.474359,3358.075949,-971.0506329,2060.008105,2918.620253,738.5,2156.200764,2863.559798,4543.310142,-269.0,-195.4358974,1947.979583,2338.941895,2243.0,2127.141629,1471,2737.871795,9,2053.607595,4158.079975,2012.728927,926.6538462,2524.504471,8293,-1163.772152,-1569.0,2515,-1171,3324.487179,3997.153234,-13841,-1592,2028.920545,2513.666667,2162.769231,-601.0,-165.0,1729.240506,-264.0
1556,9,1,1,1,5,-247.5,138.0,-198.0,3934.808799,-262.0,-792.0,-712.0,3558.564293,2198.80872,-670.5,4300.80897,1868.018175,-1437.5,3710.741922,637.3875,1833.198267,3713.071069,3112.1125,3580.662481,4096.012076,409.0,-449.5,3940.59157,4456.190059,-567.0,-1034.5,3923.748069,-1084,2690.875,-931.5,4624.856482,3135.65,2859.375,-727.0,-463.15,3925.319111,-805.5,-964.5,1825,1893.723967,2496.2,-843.0,2056.03672,1835.563983,4352.90589,-206.0125,1182.2625,-709.0,1722.0,3976.206883,512,-442.0,2893.7625,-302.3625,-339.0,2079.608698,-385.5,-2652.696203,2154.5,-217.8375,-226.0,2098.3375,2781.975,-399.5875,2443.44551,3172.825,-2357.0,2211.298638,1829.65589,4653.170631,-309.5,-133.275,2420.576407,1881.15318,-730.0,2347.216724,1032,3491.708861,9,2180.0,3627.648791,2236.035708,-223.9625,2256.315639,8363,-1499.6875,-1524.0,1232,-963,3214.975,3740.869605,-12084,-1806,2398.706713,3789.525,1761.8375,-372.0125,52.5,2174.025,-441.0
